Change ID,Impact Level,Change Type,Category Code,Category Name,Substantive,Confidence (%),Change Summary,Old Document Location (Page),Old Document Section,Old Requirement Text,New Document Location (Page),New Document Section,New Requirement Text,Numerical Changes,Obligation Analysis,Impact Explanation
CHG-0432,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: not to hinder efforts to supervise or reconstruct the activities of the bank in ,,,,20,,not to hinder efforts to supervise or reconstruct the activities of the bank in a timely manner;,,,
CHG-0433,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
ensure that, where the offshore service provider is a regulated entity, the ",,,,21,,"(v)
ensure that, where the offshore service provider is a regulated entity, the relevant offshore regulator will neither obstruct the arrangement nor object to the RBI's inspections or visits of bank's internal or external auditors;",,,
CHG-0434,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,21,(vi),(vi) ensure that the regulatory authority of the offshore location does not have,,,
CHG-0435,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,21,(vii),(vii) ensure that the jurisdiction of the courts in the offshore location where data is,,,
CHG-0436,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: maintained does not extend to the operations of the bank in India on the strengt,,,,21,,maintained does not extend to the operations of the bank in India on the strength of the fact that the data is being processed there even though the actual transactions are undertaken in India; and,,,
CHG-0437,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (viii),,,,21,(viii),(viii) ensure that all original records continue to be maintained in India.,,,
CHG-0438,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 48,,,,21,48,"48. The overseas operations of a bank shall be governed by both, these Directions",,,
CHG-0439,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: and the host country guidelines, and in case there are differences, the more str",,,,21,,"and the host country guidelines, and in case there are differences, the more stringent of the two shall prevail. However, where there is any conflict, the host country guidelines shall prevail.",,,
CHG-0440,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: H. Redressal of Grievances related to Outsourced Services,,,,21,,H. Redressal of Grievances related to Outsourced Services,,,
CHG-0441,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 49,,,,21,49,49. Outsourcing arrangements entered into by a bank shall not affect the rights of its,,,
CHG-0442,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: customers against the bank, including the ability of the customers to obtain red",,,,21,,"customers against the bank, including the ability of the customers to obtain redressal as applicable under relevant laws.",,,
CHG-0443,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 50,,,,21,50,50. In cases where customers are required to deal with a service provider in the,,,
CHG-0444,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: process of dealing with a bank, the bank shall incorporate a clause in the corre",,,,21,,"process of dealing with a bank, the bank shall incorporate a clause in the corresponding product literature, and brochures, stating that services of the service provider, including in sales and marketing of the products, may be used.",,,
CHG-0445,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: The role of the service provider may be indicated in broad terms.,,,,21,,The role of the service provider may be indicated in broad terms.,,,
CHG-0446,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 51,,,,21,51,51. A bank shall have a robust grievance redressal mechanism that shall not be,,,
CHG-0447,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: compromised in any manner on account of outsourcing, i.e., responsibility for re",,,,21,,"compromised in any manner on account of outsourcing, i.e., responsibility for redressal of customers' grievances related to outsourced services shall rest with the bank. In case of microfinance loans, a declaration that, (i) the bank shall be accountable for inappropriate behaviour of the employees of the service provider and (ii) shall provide timely grievance redressal, shall be made in the loan agreement, and in Fair Practices Code (FPC) displayed in its office, branch premises, and its websi",,,
CHG-0448,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 52,,,,22,52,"52. In addition to the above,",,,
CHG-0449,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (1),,,,22,(1),(1) a bank shall constitute Grievance Redressal Machinery in accordance with,,,
CHG-0450,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (2),,,,22,(2),(2) the name and contact number of designated grievance redressal officer of the,,,
CHG-0451,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: bank shall be made known and widely publicised. The designated officer shall ens,,,,22,,bank shall be made known and widely publicised. The designated officer shall ensure that genuine grievances of customers are redressed promptly without involving delay. It shall be clearly indicated that bank's Grievance Redressal,,,
CHG-0452,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Machinery will also deal with the issue relating to services provided by the ser,,,,22,,Machinery will also deal with the issue relating to services provided by the service provider; and,,,
CHG-0453,HIGH,ADDED,C05,Timeline Change,Yes,90,New content added: (3),,,,22,(3),(3) the time frame fixed for responding to the complaints (maximum 30 days),,,
CHG-0454,HIGH,ADDED,C05,Timeline Change,Yes,90,New content added: shall be placed on the bank's website. If a complaint is rejected wholly or part,,,,22,,"shall be placed on the bank's website. If a complaint is rejected wholly or partly by a bank, and the complainant is not satisfied with the reply, or does not get any reply within 30 days after the bank received the complaint, the complainant shall have the option to seek grievance redressal under the",,,
CHG-0455,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: A. Definitions,,,,23,,A. Definitions,,,
CHG-0456,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: the meanings assigned to them below:,,,,23,,the meanings assigned to them below:,,,
CHG-0457,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: the bank's business operations; or,,,,23,,the bank's business operations; or,,,
CHG-0458,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (ii),,,,23,(ii),(ii) may have material impact on the bank's customers in the event of any,,,
CHG-0459,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: unauthorised access, loss, or theft of customer information;",,,,23,,"unauthorised access, loss, or theft of customer information;",,,
CHG-0460,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: the bank, or those which belong to the same group or conglomerate to which the b",,,,23,,"the bank, or those which belong to the same group or conglomerate to which the bank belongs.",,,
CHG-0461,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Providers' as defined above:,,,,23,,Providers' as defined above:,,,
CHG-0462,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (ii),,,,23,(ii),(ii) Payment System Operators (PSOs) authorised by RBI under the Payment,,,
CHG-0463,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Systems in India;,,,,23,,Systems in India;,,,
CHG-0464,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,23,(iii),(iii) partnership based FinTech firms such as those providing co-branded,,,
CHG-0465,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,23,(iv),"(iv) FinTech firms providing services for data retrieval, and data validation and",,,
CHG-0466,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (v),,,,24,(v),"(v) telecom service providers from whom leased lines, or other similar kind of",,,
CHG-0467,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: infrastructure are availed and used for transmission of data; and,,,,24,,infrastructure are availed and used for transmission of data; and,,,
CHG-0468,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,24,(vi),"(vi) security or audit consultants appointed for certification, audit or VA / PT",,,
CHG-0469,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Explanation: In case an IT service is provided by an RE to a bank (as applicable,,,,24,,"Explanation: In case an IT service is provided by an RE to a bank (as applicable to the scope of Directions under this Chapter), even the RE could be considered as a service provider to the bank, under this Chapter.",,,
CHG-0470,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: the service provider and is specific to the material / significant IT services a,,,,24,,the service provider and is specific to the material / significant IT services arrangement that the bank has entered into with the service provider.,,,
CHG-0471,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: B. Authorisation, Accountability, and Oversight",,,,24,,"B. Authorisation, Accountability, and Oversight",,,
CHG-0472,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 54,,,,24,54,54. In addition to adhering to the requirements stipulated in subparagraphs (i) to (v) of,,,
CHG-0473,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: 'relative' shall have the same meaning as assigned under the Companies Act,",,,,24,,"'relative' shall have the same meaning as assigned under the Companies Act,",,,
CHG-0474,HIGH,ADDED,C13,Exception / Exemption Change,Yes,90,New content added: Provided that an exception to the above requirement may be made with the approva,,,,24,,"Provided that an exception to the above requirement may be made with the approval of Board or a Committee of the Board, followed by appropriate disclosure, oversight and monitoring of such arrangements.",,,
CHG-0475,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,25,(iii),(iii) success factors and cost-benefit analysis; and,,,
CHG-0476,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,25,(iv),(iv) the model for outsourcing.,,,
CHG-0477,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: C. Governance Framework,,,,25,,C. Governance Framework,,,
CHG-0478,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 57,,,,25,57,57. A bank intending to outsource any of its IT services shall put in place a,,,
CHG-0479,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: comprehensive Board-approved IT outsourcing policy incorporating, inter alia, th",,,,25,,"comprehensive Board-approved IT outsourcing policy incorporating, inter alia, the following:",,,
CHG-0480,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
criteria for selection of such services and service providers;",,,,25,,"(ii)
criteria for selection of such services and service providers;",,,
CHG-0481,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,25,(iii),(iii) parameters for defining material outsourcing based on the broad criteria,,,
CHG-0482,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: defined in paragraph 53(2) of these Directions;,,,,25,,defined in paragraph 53(2) of these Directions;,,,
CHG-0483,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,25,(iv),(iv) delegation of authority depending on risk and materiality;,,,
CHG-0484,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
disaster recovery and business continuity plans;",,,,25,,"(v)
disaster recovery and business continuity plans;",,,
CHG-0485,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,25,(vi),(vi) systems to monitor and review the operations of these services; and,,,
CHG-0486,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,25,(vii),"(vii) termination processes and exit strategies, including business continuity in the",,,
CHG-0487,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: event of a service provider exiting the outsourcing arrangement.,,,,25,,event of a service provider exiting the outsourcing arrangement.,,,
CHG-0488,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: C.2 Role of Senior Management,,,,25,,C.2 Role of Senior Management,,,
CHG-0489,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
formulating IT outsourcing policies and procedures, evaluating the risks and",,,,25,,"(i)
formulating IT outsourcing policies and procedures, evaluating the risks and materiality of all existing and prospective IT outsourcing arrangements based on the framework commensurate with the complexity, nature, and scope, in line with the enterprise-wide risk management of the bank approved by the",,,
CHG-0490,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Board and its implementation;,,,,26,,Board and its implementation;,,,
CHG-0491,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: managing and reporting of such risks to the Board or a Committee of the,,,,26,,managing and reporting of such risks to the Board or a Committee of the,,,
CHG-0492,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,26,(iv),(iv) ensuring that suitable business continuity plans based on realistic and,,,
CHG-0493,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: probable disruptive scenarios, including exit of any service provider, are in pl",,,,26,,"probable disruptive scenarios, including exit of any service provider, are in place and tested periodically;",,,
CHG-0494,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
ensuring (a) effective oversight over the service provider (and its subcontr",,,,26,,"(v)
ensuring (a) effective oversight over the service provider (and its subcontractors) for data confidentiality, and (b) appropriate redressal of customer grievances in a timely manner;",,,
CHG-0495,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,26,(vi),(vi) ensuring an independent review and audit on a periodic basis for compliance,,,
CHG-0496,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: oversight of outsourced services.,,,,26,,oversight of outsourced services.,,,
CHG-0497,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: C.3 Role of IT Function,,,,26,,C.3 Role of IT Function,,,
CHG-0498,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 59,,,,26,59,"59. The responsibilities of the IT Function of a bank shall, inter alia, include:",,,
CHG-0499,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: mitigating, and managing the level of IT outsourcing risk in the bank;",,,,26,,"mitigating, and managing the level of IT outsourcing risk in the bank;",,,
CHG-0500,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (2),,,,26,(2),(2) ensuring that a central database of all IT outsourcing arrangements is,,,
CHG-0501,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: maintained and is accessible for review by Board, Senior Management, auditors, a",,,,26,,"maintained and is accessible for review by Board, Senior Management, auditors, and supervisors;",,,
CHG-0502,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: the service provider meets the laid down performance standards and provides unin,,,,27,,"the service provider meets the laid down performance standards and provides uninterrupted services, reporting to the Senior Management, co-ordinating periodic due diligence, and highlighting concerns, if any; and",,,
CHG-0503,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (4),,,,27,(4),(4) putting in place necessary documentation required for contractual agreements,,,
CHG-0504,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 62,,,,27,62,62. A bank shall effectively assess the impact of concentration risk posed by multiple,,,
CHG-0505,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: D.2 Confidentiality and Security of Information,,,,27,,D.2 Confidentiality and Security of Information,,,
CHG-0506,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 63,,,,27,63,"63. A bank shall be responsible for the confidentiality, and integrity of data and",,,
CHG-0507,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 64,,,,27,64,"64. In this regard, a bank shall adhere to directions stated in paragraph 23 to",,,
CHG-0508,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: paragraph 26 of these Directions and additionally ensure that:,,,,27,,paragraph 26 of these Directions and additionally ensure that:,,,
CHG-0509,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (2),,,,28,(2),(2) in the event of multiple service provider relationships where two or more,,,
CHG-0510,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 65,,,,28,65,"65. With regard to requirement that the data should not be combined or comingled, as",,,
CHG-0511,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: E. Outsourcing Process,,,,28,,E. Outsourcing Process,,,
CHG-0512,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: of financial services contained in paragraph 29 to paragraph 31 shall apply, mut",,,,28,,"of financial services contained in paragraph 29 to paragraph 31 shall apply, mutatis mutandis, to outsourcing of IT services, with the following additional considerations:",,,
CHG-0513,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
technology, infrastructural stability, data backup arrangements, and disaste",,,,28,,"(i)
technology, infrastructural stability, data backup arrangements, and disaster recovery plan;",,,
CHG-0514,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
conflict of interest, if any;",,,,28,,"(ii)
conflict of interest, if any;",,,
CHG-0515,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,28,(iii),"(iii) capability to identify, and segregate bank's data;",,,
CHG-0516,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,29,(iv),(iv) capability to comply with the regulatory and legal requirements of the,,,
CHG-0517,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: outsourcing arrangement;,,,,29,,outsourcing arrangement;,,,
CHG-0518,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
information / cyber security risk assessment;",,,,29,,"(v)
information / cyber security risk assessment;",,,
CHG-0519,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,29,(vi),"(vi) ensuring that appropriate controls, assurance requirements, and possible",,,
CHG-0520,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,29,(vii),"(vii) ability to effectively service all the customers while maintaining confidentiality,",,,
CHG-0521,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: especially where a service provider has exposure to multiple entities; and,,,,29,,especially where a service provider has exposure to multiple entities; and,,,
CHG-0522,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: those relating to aspects such as data storage, data protection, and confidentia",,,,29,,"those relating to aspects such as data storage, data protection, and confidentiality.",,,
CHG-0523,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 67,,,,29,67,67. A bank should adopt a risk-based approach in conducting such due diligence,,,
CHG-0524,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: activities.,,,,29,,activities.,,,
CHG-0525,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 68,,,,29,68,68. A bank shall ensure that its rights and obligations and those of each service,,,
CHG-0526,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 69,,,,29,69,69. In addition to the requirements specified in subparagraphs (i) to (vii) of paragraph,,,
CHG-0527,HIGH,ADDED,C11,Scope Change,Yes,90,"New content added: 34, a bank shall also include at minimum (as applicable to the scope of Directio",,,,29,,"34, a bank shall also include at minimum (as applicable to the scope of Directions in this Chapter) the following aspects in any agreement for outsourcing of IT services:",,,
CHG-0528,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
provisions covering service provider's subcontractors with respect to servic",,,,29,,"(i)
provisions covering service provider's subcontractors with respect to service and performance standards [subparagraph (i) of paragraph 34] and bank's right to conduct audits [subparagraph (vii) of paragraph 34];",,,
CHG-0529,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
access by the bank to all data, books, records, information logs, alerts, a",,,,30,,"(ii)
access by the bank to all data, books, records, information logs, alerts, and business premises relevant to the outsourced service, available with the service provider;",,,
CHG-0530,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (iii)
type of material adverse events (e.g., data breaches, denial of service, a",,,,30,,"(iii)
type of material adverse events (e.g., data breaches, denial of service, and service unavailability, relevant to the outsourced services) and the incidents required to be reported to the bank, to enable the bank to take prompt risk mitigation measures, and ensure compliance with statutory and regulatory guidelines;",,,
CHG-0531,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
the deliverables including Service Level Agreements (SLAs) formalising perfo",,,,30,,"(v)
the deliverables including Service Level Agreements (SLAs) formalising performance criteria to measure the quality and quantity of service levels;",,,
CHG-0532,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (vi)
storage of data only in India (as applicable) as per extant regulatory requ",,,,30,,"(vi)
storage of data only in India (as applicable) as per extant regulatory requirements;",,,
CHG-0533,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (viii),,,,30,(viii),(viii) types of data / information that the service provider (vendor) is permitted to,,,
CHG-0534,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: share with bank's customer and / or any other party;,,,,30,,share with bank's customer and / or any other party;,,,
CHG-0535,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ix)
the resolution process, events of default, indemnities, remedies, and recou",,,,30,,"(ix)
the resolution process, events of default, indemnities, remedies, and recourse available to the respective parties;",,,
CHG-0536,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (x)
contingency plan(s) to ensure testing requirements;",,,,30,,"(x)
contingency plan(s) to ensure testing requirements;",,,
CHG-0537,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xiii),,,,31,(xiii),(xiii) clauses making the service provider contractually liable for the performance,,,
CHG-0538,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: and risk management practices of its subcontractors;,,,,31,,and risk management practices of its subcontractors;,,,
CHG-0539,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: in relation to the services outsourced to the service provider, through specific",,,,31,,"in relation to the services outsourced to the service provider, through specific contractual terms and conditions specified by the bank;",,,
CHG-0540,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (xv)
termination rights of the bank, including the ability to orderly transfer t",,,,31,,"(xv)
termination rights of the bank, including the ability to orderly transfer the proposed outsourcing arrangement to another service provider, if necessary or desirable;",,,
CHG-0541,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xvi),,,,31,(xvi),(xvi) obligation of the service provider to co-operate with the relevant authorities,,,
CHG-0542,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: in case of insolvency or resolution of the bank;,,,,31,,in case of insolvency or resolution of the bank;,,,
CHG-0543,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xvii),,,,31,(xvii),(xvii) provision to consider skilled resources of service provider who provide core,,,
CHG-0544,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: services as 'essential personnel' so that a limited number of staff with back- u,,,,31,,services as 'essential personnel' so that a limited number of staff with back- up arrangements necessary to operate critical functions can work on-site during exigencies (including pandemic situations);,,,
CHG-0545,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xviii),,,,31,(xviii),(xviii) clause requiring suitable back-to-back arrangements between service,,,
CHG-0546,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: providers and the OEMs; and,,,,31,,providers and the OEMs; and,,,
CHG-0547,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xix),,,,31,(xix),(xix) clause requiring non-disclosure agreement with respect to information,,,
CHG-0548,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: retained by the service provider.,,,,31,,retained by the service provider.,,,
CHG-0549,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: E.3 Monitoring and Control of Outsourced Services,,,,31,,E.3 Monitoring and Control of Outsourced Services,,,
CHG-0550,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 71,,,,31,71,71. A bank shall conduct regular audits (as applicable to the scope of Directions in this,,,
CHG-0551,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 72,,,,32,72,"72. While outsourcing various IT services, more than one RE may be availing services",,,
CHG-0552,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 73,,,,32,73,"73. The audits shall assess, inter alia, the performance of the service provider,",,,
CHG-0553,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 74,,,,32,74,"74. A bank, depending upon the risk assessment, may also rely upon globally",,,
CHG-0554,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: recognised third-party certifications made available by the service provider in ,,,,32,,"recognised third-party certifications made available by the service provider in lieu of conducting independent audits. However, this shall not absolve the bank of its responsibility in ensuring assurance on the controls and procedures required to safeguard data security (including availability of systems) at the service provider's end.",,,
CHG-0555,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 75,,,,32,75,75. A bank shall periodically review the financial and operational condition of the,,,
CHG-0556,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 76,,,,32,76,76. A bank shall ensure that the service provider grants unrestricted and effective,,,
CHG-0557,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: access to (a) data related to the outsourced services; (b) the relevant business,,,,32,,"access to (a) data related to the outsourced services; (b) the relevant business premises of the service provider; subject to appropriate security protocols, for the purpose of effective oversight by the bank, its auditors, RBI, and other relevant",,,
CHG-0558,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: E.5 Business Continuity and Management of Disaster Recovery Plan,,,,33,,E.5 Business Continuity and Management of Disaster Recovery Plan,,,
CHG-0559,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 78,,,,33,78,78. The Directions regarding 'Business Continuity and Management of Disaster,,,
CHG-0560,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Recovery Plan' as applicable to outsourcing of financial services contained in p,,,,33,,"Recovery Plan' as applicable to outsourcing of financial services contained in paragraph 4140 to paragraph 43 shall apply, mutatis mutandis, to outsourcing of IT services. The Business Continuity Plan (BCP) and Disaster Recovery Plan (DRP) for outsourced IT services shall be commensurate with the nature and scope of the outsourced service as per extant instructions issued by RBI from time to time on",,,
CHG-0561,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: BCP / DR requirements.,,,,33,,BCP / DR requirements.,,,
CHG-0562,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 79,,,,33,79,79. The IT outsourcing policy shall contain a clear exit strategy for ensuring business,,,
CHG-0563,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: continuity during and after exit.,,,,33,,continuity during and after exit.,,,
CHG-0564,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: services with stipulation of minimum period to execute such plans, as necessary.",,,,33,,"services with stipulation of minimum period to execute such plans, as necessary.",,,
CHG-0565,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 81,,,,33,81,"81. In documenting its exit strategy, a bank shall, inter alia, identify alternative",,,
CHG-0566,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: arrangements, which may include performing the service by a different service pr",,,,33,,"arrangements, which may include performing the service by a different service provider, or by the bank itself.",,,
CHG-0567,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 82,,,,33,82,82. A bank shall ensure that outsourcing agreements have necessary clauses on safe,,,
CHG-0568,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 83,,,,34,83,83. A service provider shall be legally obliged to cooperate fully with both the bank and,,,
CHG-0569,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: its new service provider(s) to ensure there is a smooth transition.,,,,34,,its new service provider(s) to ensure there is a smooth transition.,,,
CHG-0570,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: E.7 Termination,,,,34,,E.7 Termination,,,
CHG-0571,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: where the service provider deals with the customers of the bank, the same shall ",,,,34,,"where the service provider deals with the customers of the bank, the same shall be given due publicity by the bank so as to ensure that the customers stop dealing with the concerned service provider.",,,
CHG-0572,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: provided that such an arrangement is backed by the Board-approved policy and app,,,,34,,provided that such an arrangement is backed by the Board-approved policy and appropriate SLAs / agreements with its group entities are in place.,,,
CHG-0573,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 86,,,,34,86,86. The selection of a group entity shall be based on objective reasons that are similar,,,
CHG-0574,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: to selection of a third-party, and the bank shall appropriately deal with any co",,,,34,,"to selection of a third-party, and the bank shall appropriately deal with any conflicts of interest that such an outsourcing arrangement may entail.",,,
CHG-0575,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 87,,,,34,87,"87. A bank, at all times, shall maintain an arm's length relationship in dealings with its",,,
CHG-0576,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 88,,,,34,88,"88. In principle, outsourcing arrangements shall only be entered into with parties",,,
CHG-0577,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: operating in jurisdictions that uphold confidentiality clauses and agreements.,,,,34,,operating in jurisdictions that uphold confidentiality clauses and agreements.,,,
CHG-0578,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 89,,,,34,89,"89. While engaging with service provider(s) in a foreign country, a bank shall:",,,
CHG-0579,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
clearly specify the governing law of the outsourcing arrangement;",,,,35,,"(ii)
clearly specify the governing law of the outsourcing arrangement;",,,
CHG-0580,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,35,(iii),(iii) ensure that availability of records to the bank and the RBI will not be affected,,,
CHG-0581,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: even in case of liquidation of the service provider;,,,,35,,even in case of liquidation of the service provider;,,,
